summary,cover,storyline,id,screenshots
"Dr. Gordon Freeman doesn't speak, but he's got a helluva story to tell. This first-person roller-coaster initiated a new era in the history of action games by combining engrossing gameplay, upgraded graphics, ingenious level design and a revolutionary story that may not be all that it seems, told not through cutscenes, but through the visual environment.",//images.igdb.com/igdb/image/upload/t_thumb/co1tnt.jpg,"Dr. Gordon Freeman arrives late for work at 8:47 am in the Black Mesa Research Facility, using the advanced Black Mesa tram system that leads through the facility. He arrives at the Anomalous Materials Lab, his work place, and he is informed by the security officer that the scientists have a special experiment today, so he goes to the locker room and puts on the hazard suit. He goes to the lab's lower levels, and arrives at the Anti-Mass Chamber, where he is instructed that the specimen to be used that day is the rarest and also the most unstable specimen. He is tasked with pushing the specimen into the scanning beam of the Anti-Mass Spectrometer for analysis. However as soon as he pushes it, it explodes, and creates a sudden catastrophe called a ""resonance cascade"", opening a portal between Earth and a dimension called Xen. Freeman is apparently teleported to an alien planet and catches glimpses of various alien lifeforms, including a circle of Vortigaunts, shortly before blacking out.",18cb5a99-7379-4e25-bc38-6a02cce8b910,"[//images.igdb.com/igdb/image/upload/t_thumb/i8ey1ywk535qolfrwdf0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kxwmkaixbsuvyaeqana7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/g9cvvoi9ftpdax4dmwdp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bpyqlfhfbnhxf2jl5qao.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rthkfaau3znzdzzhtftq.jpg]"
"Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: the Italian Renaissance.
Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful Venice. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements.",//images.igdb.com/igdb/image/upload/t_thumb/co1rcf.jpg,"The lineage continues as this new chapter introduces Ezio, inheritor of the talents and creed of the Assassins. His family murdered by rival families, Ezio resolves to learn the ancient art of the Assassin in order to seek revenge. He will not do so alone though, allying with historical figures such as philosopher and writer Niccolò Machiavelli. You will also be able to master the art of the assassin with all new weapons and instruments created by the renowned inventor and genius of the Renaissance, Leonardo Da Vinci himself.",71d46f21-7f28-4a12-88ce-c41526b7c6b2,"[//images.igdb.com/igdb/image/upload/t_thumb/wkagtolikjqalonaaixb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/jbeteinfgsoxkoxv08i0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zvhehvzfakxb7aob8j7m.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dxb4yiwyhvwehvsisy7a.jpg, //images.igdb.com/igdb/image/upload/t_thumb/apxgvdkwwsb1v0fgbn8w.jpg]"
"In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami.",//images.igdb.com/igdb/image/upload/t_thumb/co2lbb.jpg,"Welcome to Vice City. Welcome to the 1980s.

Having just made it back onto the streets of Liberty City after a long stretch in maximum security, Tommy Vercetti is sent to Vice City by his old boss, Sonny Forelli. They were understandably nervous about his re-appearance in Liberty City, so a trip down south seemed like a good idea. But all does not go smoothly upon his arrival in the glamorous, hedonistic metropolis of Vice City. He's set up and is left with no money and no merchandise. Sonny wants his money back, but the biker gangs, Cuban gangsters, and corrupt politicians stand in his way. Most of Vice City seems to want Tommy dead. His only answer is to fight back and take over the city himself.",9acd4764-5a97-4a8d-aaf9-335530377c75,"[//images.igdb.com/igdb/image/upload/t_thumb/yl0nzc7itjnc6oyawagp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cqiwbbgjhersmqru7339.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tfcu496z7nwgnkbqfvrv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ilxqfgiaxygal1srqnfz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/txxrbak4yycdogvvjwtb.jpg]"
"Red Dead Redemption 2 is the epic tale of outlaw Arthur Morgan and the infamous Van der Linde gang, on the run across America at the dawn of the modern age.",//images.igdb.com/igdb/image/upload/t_thumb/co1q1f.jpg,"America, 1899. The end of the wild west era has begun as lawmen hunt down the last remaining outlaw gangs. Those who will not surrender or succumb are killed.

After a robbery goes badly wrong in the western town of Blackwater, Arthur Morgan and the Van der Linde gang are forced to flee. With federal agents and the best bounty hunters in the nation massing on their heels, the gang must rob, steal and fight their way across the rugged heartland of America in order to survive. As deepening internal divisions threaten to tear the gang apart, Arthur must make a choice between his own ideals and loyalty to the gang who raised him.",98d89d5d-da3c-408e-af55-779d8884db9c,"[//images.igdb.com/igdb/image/upload/t_thumb/xegpfnsvlyeld0zkjnrc.jpg, //images.igdb.com/igdb/image/upload/t_thumb/c9xalka7stjkx4mes7kp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qg7gx276z3hsqlr9xpt6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/x8xczj2a0y6g9rnhboko.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dhw6ucx9laj5esv6rngn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/h8f9uojkzvaau8pxsyxi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tdxv4zzkqyjnm9pmwxw0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kcfpf8wa8esalk0qkpo5.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uyaminfh8sugglvt247u.jpg, //images.igdb.com/igdb/image/upload/t_thumb/banftd8fgfytbsfx6mjz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dorsz0jbcecmkxvzi3t8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mptosgjarjlyqxy7lqsm.jpg]"
"Set in the steampunk Objectivist underwater dystopia of Rapture in the 1960's, Bioshock is a first-person shooter wherein the player arms and genetically modifies themselves in order to survive against the city's resident great minds-turned-maddened anomalies and aid a revolutionary leader named Atlas in overthrowing the city's ruling despot, Andrew Ryan.",//images.igdb.com/igdb/image/upload/t_thumb/co2mli.jpg,"BioShock takes place in 1960 in the middle of the Atlantic Ocean, where Jack, sole survivor of a plane crash, discovers the entrance to the recluse underwater city of Rapture, at the end of a civil war which left most of this utopia in disrepair. Finding himself in an alien world, he has no choice but to fight for his survival against the Splicers, degenerated citizens addicted to the genetic material known as ADAM, and all the traps laid down by the city's visionary founder, Andrew Ryan. His only help lies in Atlas, a revolutionary man seeking to escape safely to the surface with his family.",143c0d9c-578c-4afd-afb3-f68f3c02e84d,"[//images.igdb.com/igdb/image/upload/t_thumb/unvhwxrfzpjys4txfv4a.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wworjqefsfzc9ouvrpxd.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kjbwbdqemykovdzgidhu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/yg3j0yco50gq3wfcxujb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/usn4aw2k54ym8jcjbkmg.jpg]"
"What starts as a routine mission to an agrarian outpost quickly becomes the opening salvo in an epic war. As the newly appointed Executive Officer of the SSV Normandy, you'll assemble and lead an elite squad of heroes into battle after heart-pounding battle. Each decision you make will impact not only your fate, but the destiny of the entire galaxy in the Mass Effect trilogy.

Key Features:

Incredible, interactive storytelling. Create and customize your own character, from Commander Shepard's appearance and skills to a personalized arsenal. Unleash devastating abilities as you command and train. Your decisions will control the outcome of each mission, your relationships with your crew and ultimately the entire war.

An amazing universe to explore. From the massive Citadel to the harsh, radioactive landscape of the Krogan home world – the incredible breadth of the Mass Effect universe will blow you away. Travel to the farthest outposts aboard the SSV Normandy, the most technologically advanced ship in the galaxy. You'll follow the clues left by ancient civilizations, discover hidden bases with fantastic new tech and lead your hand-picked crew into explosive alien battles.

Edge-of-your-seat excitement meets strategic combat. Find the perfect combination of squad-mates and weapons for each battle if you want to lead them to victory. Sun-Tzu's advice remains as pertinent in 2183 as it is today – know your enemy. You'll need different tactics for a squad of enemies with devastating biotic attacks than a heavily armored Geth Colossus so choose your teams wisely.",//images.igdb.com/igdb/image/upload/t_thumb/co1x7o.jpg,,58fd31d0-09f2-4393-87c7-12b6c6515200,"[//images.igdb.com/igdb/image/upload/t_thumb/r3uwmc94irofukfk6odw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/onndes2gzmquz0e8rpli.jpg, //images.igdb.com/igdb/image/upload/t_thumb/feadbwfkxgfbuy7ohnu5.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hatacbd1inqmu5cavj7z.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mcoa62ivpynxt9jnx3ys.jpg]"
"In this 3D open-world entry in the Zelda series, Link is awakened from a deep slumber without his past memories in the post-apocalyptic Kingdom of Hyrule, and sets off on a journey to defeat the ancient evil Calamity Ganon. Link treks, climbs and glides through fields, forests and mountain ranges while meeting and helping friendly folk and defeating enemies in order to gather up the strength to face Ganon.",//images.igdb.com/igdb/image/upload/t_thumb/co3p2d.jpg,Link awakes in a mysterious chamber after 100 years of slumber to find that Calamity Ganon has taken over Hyrule Castle and left Hyrule to decay and be taken over by nature.,3d6fe8f7-4c48-4637-9847-a068a9d00500,"[//images.igdb.com/igdb/image/upload/t_thumb/vbs1btl6ts17zeos4g5v.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tjlglyti9pi4cowyiact.jpg, //images.igdb.com/igdb/image/upload/t_thumb/djytg7kqip9d5dgekfew.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ngyp9tw3elpfdngwc00i.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mepn5qujlccdlkhfkwr8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bf4ag3vxlfnv0nhhplga.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qoytovwmzj70nufwxb2r.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mftmubfp9ntwbreejfi7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/eirwofgnucvx7h87svr2.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gcdqd20hi1wgmguu3reg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ayjm7juog9vitiwbfrcz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ods1wksjfo9h0v7fpigo.jpg]"
"Using a great variety of gadgets you must make your way around the island, and the asylums halls to find and stop the joker. The game uses a 3-button combat system, but with a great number of gadget abilites which Batman can unlock. This makes for a very cinematic combat experience when fighting the Joker's goons.",//images.igdb.com/igdb/image/upload/t_thumb/co1voj.jpg,"After the Joker assaults Gotham City Hall, he is caught by Batman and taken to Arkham Asylum, which temporarily houses many members of the Joker's gang, who were transferred after a fire at Blackgate Prison. Believing the Joker allowed himself to be captured, Batman accompanies him into the asylum. The Joker's plan is revealed as Harley Quinn takes control of the security and the Joker escapes into the facility, aided by a corrupt guard who kidnaps Commissioner Gordon. The Joker threatens to detonate bombs hidden around Gotham City if anyone tries to enter Arkham, forcing Batman to work alone. Tracking Quinn to the medical facility to rescue Gordon, Batman is exposed to the Scarecrow's fear toxin and hallucinates, seeing Gordon's death and the corpses of his parents talking to him. After fighting off Scarecrow, Batman finds and subdues Quinn before rescuing Gordon. The Joker then directs Batman to the captured Bane, who has been experimented on by asylum doctor Penelope Young. The Joker frees Bane and Batman is forced to fight him, during which Quinn escapes. Afterward, he goes to a secret Batcave installation he had hidden on the island, where Batman restocks his gadgets. 
 
There, Batman learns that the Joker returned to the asylum to gain access to Young, who has been developing Titan—a more powerful version of the Venom drug that gives Bane his strength—intending to use it to help patients survive more strenuous therapies. Young learned that the Joker had been funding her research to create an army of superhuman henchmen; her refusal to hand over the formula precipitated Joker's return to the Asylum. While searching for Young, Batman is again attacked by Scarecrow and the fear toxin, and hallucinates the night of his parents' deaths. After he recovers, Batman destroys Young's Titan formula and rescues Young from Victor Zsasz. An explosion kills Young and the Joker obtains the completed batches of Titan. 
 
At the Penitentiary, Quinn releases Poison Ivy from her cell before being imprisoned by Batman. Quinn accidentally reveals that Joker has a Titan production facility in the Arkham botanical gardens. Batman travels there and learns that Titan is created by genetically modified plants. He enlists Ivy's help to create an antidote and learns that it can only be made from spores found exclusively in Killer Croc's lair in a sewer. En route to Croc, Batman is again attacked by Scarecrow and overcomes several doses of fear toxin. Meanwhile, Joker injects Ivy with Titan, enhancing her powers. Ivy begins ravaging Arkham Island with giant mutant plants. Pursued by Batman into Croc's lair, Scarecrow is attacked by Croc and dragged underwater. Batman recovers the necessary spores and subdues Croc before returning to the Batcave, but can only synthesize one dose of the antidote before Ivy's plants breach the cave and destroy his equipment. 
 
Batman returns to the botanical gardens and defeats Ivy, halting the rampaging plants. The Joker announces that the preparations for his party are finally complete and Batman travels to the asylum's visitor center where the Joker's applauding henchmen welcome him. The Joker reveals he has recaptured Gordon and tries to shoot him with a Titan-filled dart; Batman leaps to Gordon's defense and is shot instead. Batman attempts to resist the change, and an upset Joker takes an overdose of Titan, mutating into a massive monster. In a makeshift arena on the building's roof, the Joker challenges Batman to a fight as Titan-induced monsters in front of news helicopters. Batman refuses to transform, uses the antidote on himself, and defeats the Titan-affected Joker and his henchmen, knocking his nemesis unconscious with an explosive gel-enhanced punch. In the aftermath, those affected by Titan begin to revert to normal, including the Joker—who is restrained and taken into custody as police officers retake the asylum. Batman overhears a call about a crime led by Two-Face in progress and flies back to Gotham City in the Batwing. In a post-credits scene, a crate of Titan formula is shown floating in the ocean near the asylum when a hand surfaces and grabs it.",c61600d7-b8ae-4bc1-ad64-fe7eb100b85c,"[//images.igdb.com/igdb/image/upload/t_thumb/ctdzxmrkdil0nbiqasyi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wnyyjtde0ukieq8bbg2b.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qrsf7hfmlwb4iscrq5xi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lfvtl3zmalcapqvexxta.jpg, //images.igdb.com/igdb/image/upload/t_thumb/k6pmzhxdngxvrykjffvu.jpg]"
"Beyond the reach of civilization lies a lawless island ruled by violence. This is where you find yourself stranded, caught in a bloody conflict between the island’s psychotic warlords and indigenous rebels. Struggling to survive, your only hope of escape is through the muzzle of a gun. Discover the island’s dark secrets and take the fight to the enemy; improvise and use your environment to your advantage; and outwit its cast of ruthless, deranged inhabitants. Beware the beauty and mystery of this island of insanity… Where nothing is what is seems, you’ll need more than luck to escape alive.",//images.igdb.com/igdb/image/upload/t_thumb/co1vpd.jpg,,628bc0c7-48d7-4680-af64-e922cb8b63f4,"[//images.igdb.com/igdb/image/upload/t_thumb/kwjtiwnlluu30knt0grv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kvq6cqtwbrt7hqtl04pv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hterz13rpaszugt8spxs.jpg, //images.igdb.com/igdb/image/upload/t_thumb/h3iymjjobo27kmyg649y.jpg, //images.igdb.com/igdb/image/upload/t_thumb/yxe6aqle2hup54tlhche.jpg]"
"This first-person story-driven shooter and entry in the Bioshock franchise follows Booker DeWitt as he enters the floating independent (formerly US) city of Columbia in 1912 and attempts to retrieve a girl trapped in a tower by the city's self-proclaimed despot/prophet in order to erase his financial debt. Throughout the story, themes of violence, racism and fatalism are brought up.",//images.igdb.com/igdb/image/upload/t_thumb/co2n12.jpg,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia. Forced to trust one another, Booker and Elizabeth form a powerful bond during their daring escape. Together, they learn to harness an expanding arsenal of weapons and abilities, as they fight on zeppelins in the clouds, along high-speed Sky-Lines, and down in the streets of Columbia, all while surviving the threats of the air-city and uncovering its dark secret.",675d301a-4347-4c0f-a419-e2731652c483,"[//images.igdb.com/igdb/image/upload/t_thumb/dc2fdrzfenz2beqoyxiz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qqe7pqspoje56ti6ycwz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/riesmcvryjgtac3qrbyq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qgfdskdgz6jaejvztexa.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ga5oeywp9vxi2cuzu7ro.jpg]"
"Tomb Raider explores the intense and gritty origin story of Lara Croft and her ascent from a young woman to a hardened survivor. Armed only with raw instincts and the ability to push beyond the limits of human endurance, Lara must fight to unravel the dark history of a forgotten island to escape its relentless hold.",//images.igdb.com/igdb/image/upload/t_thumb/co1rbu.jpg,"he game begins with Lara setting out on her first expedition aboard the ship Endurance, with the intention of finding the lost kingdom of Yamatai. By her suggestion and against Whitman's advice, the expedition ventures into the Dragon's Triangle, east of Japan. The ship is struck by a violent storm and shipwrecked, leaving the survivors stranded on an isolated island. Lara is separated from the others and captured by a strange, savage man. She manages to escape while her captor is killed as the cave collapses due to her actions. As Lara tries to locate the other survivors, she finds more evidence that the island is inhabited, such as strange carvings, dead bodies, and animal sacrifices. She eventually finds her friend Sam and a man called Mathias, who claims to be a teacher who was shipwrecked on the island. As Sam tells Mathias the legends of Himiko, Lara passes out; when she wakes, Mathias and Sam are nowhere in sight. When Lara regroups with the other survivors, Whitman decides to go with Lara and search for the still-missing Roth, while the rest of the group (Reyes, Jonah, Alex and Grim) set out to find Sam and Mathias. As Lara and Whitman explore, they discover that the island's inhabitants are worshipping Himiko, confirming that the island is Yamatai. Upon discovering a shrine erected in Himiko's name, they are captured by the islanders and taken to a settlement along with several other survivors from the Endurance. When the survivors attempt an escape, the captors turn on them. Lara is separated from Whitman and tries to hide, but is found by one of the islanders and forced to kill him. She fights off the remainder of the attackers and reunites with Roth, saving him from a wolf attack.

Lara manages to activate a radio tower and call for help, but the plane that answers the call is struck by a freak storm, and Lara hears a mysterious voice saying ""No one leaves"" in Japanese. Unable to save the surviving pilots, Lara is contacted by Alex and Reyes, who reveal that Sam has been kidnapped by the islanders, a violent cult known as the Solarii Brotherhood. Lara tries to rescue her, but is stopped by Mathias, leader of the Solarii, and ordered killed: she is saved by an attack from samurai-like Oni. Escaping the ancient monastery where she is taken by the Oni, she hears from Sam that Mathias is going to put her through the ""Ascension"", a ""fire ritual"" to find the next Sun Queen that will burn her to death if it is unsuccessful. Lara follows them to the Solarii fortress and is aided by Grim. The Solarii take Grim hostage, but he sacrifices himself so Lara can escape. With Roth's aid, Lara infiltrates the fortress and sees the ritual begin. When the fires are lit, a great wind blows them out, showing Sam to be the next Sun Queen. Lara escapes again and reunites with her friends, forming a plan to rescue Sam and escape. Aided by Whitman—who has managed to negotiate some degree of freedom with the Solarii—Lara returns to the palace to rescue Sam as Roth commandeers a helicopter to get them out. Lara succeeds, but persuades Sam to escape by land when she sees another storm gathering as the helicopter approaches. As Lara tries to force the helicopter pilot to land, they are brought down, with Lara nearly dying. Roth revives Lara, then takes a fatal blow from Mathias meant for Lara. While mourning Roth, Lara accepts that the storms are not natural, but are somehow connected to the Sun Queen and designed to prevent anyone from leaving the island. She meets up with the other survivors, who have evaded the Solarii long enough to secure a boat for escaping the island, provided that it can be repaired. They are joined by Whitman, who claims to have escaped, though Lara begins to suspect him of working with the cultists. Lara and Alex find parts for the boat in the wreck of the Endurance. They come under attack by the Solarii and Alex triggers an explosion, sacrificing himself so that Lara can escape with the tools.

Finding an account of a World War II-era Japanese military and Nazi scientific expedition to the island that sought a way to harness the storms as a weapon, Lara decides to explore a coastal tomb, where she finds the remains of a samurai general who committed seppuku. It is revealed in a message he left that he led the Queen's Stormguard, the Oni that defend the monastery, and that the Queen's successor took her own life rather than receive the Sun Queen's power. Lara realizes that the Ascension is not a ceremony to crown a new queen, but rather a ritual that transfers the original Sun Queen's soul into a new body; the Sun Queen had learned to become effectively immortal by transferring her soul into a young girl's body each time she grew old. The last priestess' suicide had interrupted the ritual, and left the Queen's soul trapped in her old decaying body, and Himiko's spirit has wanted to escape that corpse ever since. As a descendant of Yamatai, Sam is a viable candidate, and Mathias plans to offer Sam as a new host in exchange for his freedom. Lara returns to the survivors on the beach to find that Whitman has betrayed them, abducting Sam and handing her over to Mathias. Lara, Jonah and Reyes give chase, heading up a river to the monastery, with Lara arriving just in time to see Mathias trick Whitman into approaching and speaking to the Oni: the Oni kill Whitman. After fighting her way through both the Solarii and the Stormguard, Lara arrives at the top of the monastery where Mathias is performing the Ascension ritual. Lara fights her way to the central platform, and after a struggle, knocks Mathias off the platform to his death. Symbolically, she does so using both her pistol and his in a dual-wield style that will later become one of her signatures. Despite Mathias' death, the ritual is already underway, with Himiko's soul starting to pour into Sam, but Lara then destroys Himiko's ancient remains, saving Sam and dispersing the storms. Lara, Sam, Reyes and Jonah then leave the island and are picked up by a cargo ship: as they sail home, Lara realizes that the mythical stories her father told her were more than stories, deciding not to return home just yet, and the screen fades to white with a proclamation of ""A Survivor is Born.""",6a37c17b-c3f5-4dc3-a791-9cada59a0668,"[//images.igdb.com/igdb/image/upload/t_thumb/lq9a31uqkexzf1gpclti.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dsrqmixzfddse3oscing.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lgkgtrli8zkqnn8fnwrv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/esryx4vgbsz9pkwhov66.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ft2zywudfmu7xsipcsj2.jpg]"
